model	format	backend	rep	time_ms	tensors	bytes
Qwen/Qwen3-4B	safetensors	async	1	3748.40	398	0
Qwen/Qwen3-4B	safetensors	async	2	3550.39	398	0
Qwen/Qwen3-4B	safetensors	async	3	3348.74	398	0
Qwen/Qwen3-4B	safetensors	async	4	3447.04	398	0
Qwen/Qwen3-4B	safetensors	async	5	3445.15	398	0
Qwen/Qwen3-4B	safetensors	default	1	8312.79	398	0
Qwen/Qwen3-4B	safetensors	default	2	8076.39	398	0
Qwen/Qwen3-4B	safetensors	default	3	7727.82	398	0
Qwen/Qwen3-4B	safetensors	default	4	8412.93	398	0
Qwen/Qwen3-4B	safetensors	default	5	7444.43	398	0
Qwen/Qwen3-4B	serverlessllm	sync	1	7511.84	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	2	7604.79	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	3	7999.90	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	4	7522.90	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	5	7448.92	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	1	4210.77	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	2	4667.79	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	3	4331.68	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	4	4577.44	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	5	3984.95	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	1	3649.21	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	2	3362.43	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	3	3429.39	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	4	3651.07	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	5	3362.12	398	8044936192
Qwen/Qwen3-8B	safetensors	sync	1	8373.21	399	0
Qwen/Qwen3-8B	safetensors	sync	2	8448.95	399	0
Qwen/Qwen3-8B	safetensors	sync	3	7920.36	399	0
Qwen/Qwen3-8B	safetensors	sync	4	9074.04	399	0
Qwen/Qwen3-8B	safetensors	sync	5	9150.83	399	0
Qwen/Qwen3-8B	safetensors	async	1	4127.08	399	0
Qwen/Qwen3-8B	safetensors	async	2	4155.75	399	0
Qwen/Qwen3-8B	safetensors	async	3	4279.53	399	0
Qwen/Qwen3-8B	safetensors	async	4	4163.75	399	0
Qwen/Qwen3-8B	safetensors	async	5	4213.90	399	0
Qwen/Qwen3-8B	safetensors	default	1	11917.15	399	0
Qwen/Qwen3-8B	safetensors	default	2	12006.50	399	0
Qwen/Qwen3-8B	safetensors	default	3	11861.10	399	0
Qwen/Qwen3-8B	safetensors	default	4	11911.70	399	0
Qwen/Qwen3-8B	safetensors	default	5	11773.16	399	0
Qwen/Qwen3-8B	serverlessllm	sync	1	15775.32	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	2	14297.57	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	3	14987.84	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	4	14284.07	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	5	14794.90	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	1	11436.76	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	2	11439.86	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	3	10976.65	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	4	11961.60	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	5	12297.66	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	1	11655.85	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	2	12106.99	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	3	12204.50	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	4	12287.43	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	5	11711.37	399	16381470720
Qwen/Qwen3-32B	safetensors	sync	1	55577.42	707	0
Qwen/Qwen3-32B	safetensors	sync	2	82150.08	707	0
Qwen/Qwen3-32B	safetensors	sync	3	49729.80	707	0
Qwen/Qwen3-32B	safetensors	sync	4	7215.55	707	0
Qwen/Qwen3-32B	safetensors	sync	5	47895.75	707	0
Qwen/Qwen3-32B	safetensors	async	1	34079.80	707	0
Qwen/Qwen3-32B	safetensors	async	2	60723.83	707	0
Qwen/Qwen3-32B	safetensors	async	3	66657.97	707	0
Qwen/Qwen3-32B	safetensors	async	4	78300.70	707	0
Qwen/Qwen3-32B	safetensors	async	5	62948.43	707	0
Qwen/Qwen3-32B	safetensors	default	1	46892.56	707	0
Qwen/Qwen3-32B	safetensors	default	2	43814.90	707	0
Qwen/Qwen3-32B	safetensors	default	3	40424.85	707	0
Qwen/Qwen3-32B	safetensors	default	4	39139.32	707	0
Qwen/Qwen3-32B	safetensors	default	5	40602.95	707	0
Qwen/Qwen3-32B	serverlessllm	sync	1	32451.43	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	2	66961.38	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	3	52443.34	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	4	65867.46	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	5	57293.13	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	1	56371.45	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	2	56617.28	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	3	30645.26	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	4	36295.22	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	5	32358.56	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	1	14355.56	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	2	57556.33	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	3	67217.41	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	4	44733.67	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	5	35577.00	707	65524246528
