model	loader	kind	cache_mode	metric	rep	value	status
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	cold	init_ms	1	50906.11	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	cold	init_ms	2	53668.48	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	cold	init_ms	3	57692.88	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	cold	init_ms	4	62848.30	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	cold	init_ms	5	55078.48	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	1	22.09	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	2	23.37	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	3	22.12	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	4	22.68	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	5	22.22	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	1	22.71	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	2	23.22	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	3	23.25	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	4	23.63	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	5	23.35	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	1	22.47	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	2	22.68	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	3	21.94	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	4	22.94	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	5	22.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	1	55141.92	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	2	55603.42	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	3	46781.34	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	4	48249.18	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	5	53624.29	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	first_token_ms	1	18.90	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	first_token_ms	2	19.07	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	first_token_ms	3	18.89	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	first_token_ms	4	18.78	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	first_token_ms	5	19.32	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	init_ms	1	60428.46	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	init_ms	2	62295.87	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	init_ms	3	64405.28	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	init_ms	4	64728.61	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	init_ms	5	60278.53	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	ttft_ms	1	59656.92	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	ttft_ms	2	59116.20	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	ttft_ms	3	60064.72	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	ttft_ms	4	61485.53	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	cold	ttft_ms	5	57574.49	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	1	12.87	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	2	13.48	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	3	13.12	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	4	12.96	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	5	12.89	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	1	56532.55	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	2	54946.18	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	3	61035.47	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	4	52205.02	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	5	56381.72	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	1	54341.72	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	2	51093.24	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	3	51493.57	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	4	52887.32	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	5	51999.41	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	cold	init_ms	1	21852.78	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	cold	init_ms	2	19138.47	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	cold	init_ms	3	24953.88	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	cold	init_ms	4	16382.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	cold	init_ms	5	12123.46	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	1	27666.15	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	2	25031.92	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	3	33673.08	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	4	29050.00	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	5	28058.48	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	1	23.06	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	2	22.30	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	3	22.49	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	4	22.84	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	5	23.14	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	1	23.28	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	2	22.88	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	3	22.89	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	4	23.09	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	5	22.45	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	1	22.91	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	2	22.88	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	3	22.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	4	22.98	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	decode_min_ms	5	22.98	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	init_ms	1	5227.46	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	init_ms	2	28932.89	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	init_ms	3	10331.85	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	init_ms	4	15694.41	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	cold	init_ms	5	24908.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	1	23.23	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	2	22.84	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	3	22.80	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	4	23.50	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	5	22.80	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	1	22.50	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	2	22.30	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	3	22.54	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	4	22.99	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	5	22.23	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	1	22.70	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	2	22.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	3	22.18	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	4	22.55	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	5	22.73	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	1	17231.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	2	30926.52	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	3	16381.25	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	4	29468.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	5	38199.92	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	first_token_ms	1	18.88	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	first_token_ms	2	18.28	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	first_token_ms	3	18.79	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	first_token_ms	4	18.79	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	first_token_ms	5	18.44	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	init_ms	1	12256.67	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	init_ms	2	22130.62	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	init_ms	3	36190.00	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	init_ms	4	35622.34	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	init_ms	5	39918.98	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	ttft_ms	1	26418.08	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	ttft_ms	2	27480.76	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	ttft_ms	3	25994.32	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	ttft_ms	4	26674.92	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	cold	ttft_ms	5	26314.03	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	1	13.34	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	2	12.96	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	3	12.68	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	4	13.01	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	5	12.66	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	1	14940.15	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	2	33134.03	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	3	23557.93	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	4	32418.14	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	5	14925.98	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	1	24393.00	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	2	23692.97	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	3	22845.56	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	4	23350.41	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	5	23111.81	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	cold	init_ms	1	20751.72	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	cold	init_ms	2	24464.08	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	cold	init_ms	3	24191.74	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	cold	init_ms	4	24615.10	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	cold	init_ms	5	22117.84	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	1	23808.41	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	2	20154.89	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	3	21954.78	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	4	22546.95	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	5	21795.06	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	1	22.65	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	2	22.59	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	3	22.81	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	4	22.74	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_avg_ms	5	23.03	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	1	22.75	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	2	23.27	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	3	23.10	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	4	23.08	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_max_ms	5	23.03	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	1	21.43	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	2	23.26	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	3	21.99	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	4	22.04	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	decode_min_ms	5	22.26	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	1	20648.70	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	2	26287.68	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	3	21922.51	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	4	21804.20	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	cold	init_ms	5	21535.04	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	1	22.86	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	2	23.29	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	3	22.78	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	4	22.31	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	5	23.26	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	1	23.31	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	2	22.85	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	3	23.15	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	4	23.24	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	5	23.29	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	1	22.48	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	2	22.49	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	3	23.32	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	4	23.75	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	5	22.56	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	1	19645.50	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	2	19419.89	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	3	22580.33	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	4	18446.61	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	5	20892.82	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	first_token_ms	1	19.66	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	first_token_ms	2	19.58	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	first_token_ms	3	19.35	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	first_token_ms	4	20.23	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	first_token_ms	5	19.82	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	init_ms	1	22105.83	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	init_ms	2	24410.47	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	init_ms	3	22633.05	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	init_ms	4	22022.37	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	init_ms	5	22222.08	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	ttft_ms	1	23534.34	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	ttft_ms	2	22733.54	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	ttft_ms	3	22957.81	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	ttft_ms	4	23459.63	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	cold	ttft_ms	5	23130.43	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	1	13.09	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	2	12.86	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	3	13.64	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	4	13.24	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	5	12.41	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	1	23163.19	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	2	18816.79	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	3	18672.54	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	4	19803.67	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	5	23085.45	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	1	20873.47	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	2	21076.23	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	3	20286.82	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	4	21439.27	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	5	20875.65	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	cold	init_ms	1	23577.99	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	cold	init_ms	2	29270.38	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	cold	init_ms	3	29852.46	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	cold	init_ms	4	28424.71	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	cold	init_ms	5	32679.25	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	1	28997.43	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	2	32109.71	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	3	26834.40	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	4	27391.22	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	5	29947.96	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	1	23.06	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	2	22.39	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	3	23.39	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	4	22.59	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_avg_ms	5	22.54	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	1	23.11	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	2	22.52	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	3	22.16	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	4	23.85	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_max_ms	5	23.40	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	cold	decode_min_ms	1	21.97	predicted
