model	format	backend	rep	time_ms	tensors	bytes
Qwen/Qwen3-14B	safetensors	sync	4	3843.91	443	29536665640
Qwen/Qwen3-14B	safetensors	sync	5	5359.08	443	29536665640
Qwen/Qwen3-14B	safetensors	async	1	14806.62	443	29536665640
Qwen/Qwen3-14B	safetensors	async	2	17271.40	443	29536665640
Qwen/Qwen3-14B	safetensors	async	3	13430.48	443	29536665640
Qwen/Qwen3-14B	safetensors	async	4	14317.31	443	29536665640
Qwen/Qwen3-14B	safetensors	async	5	14021.33	443	29536665640
Qwen/Qwen3-14B	safetensors	default	1	7721.31	443	29536665640
Qwen/Qwen3-14B	safetensors	default	2	7442.08	443	29536665640
Qwen/Qwen3-14B	safetensors	default	3	6538.01	443	29536665640
Qwen/Qwen3-14B	safetensors	default	4	4663.76	443	29536665640
Qwen/Qwen3-14B	safetensors	default	5	7456.72	443	29536665640
Qwen/Qwen3-14B	safetensors	io-uring	1	6090.95	443	29536665640
Qwen/Qwen3-14B	safetensors	io-uring	2	6343.75	443	29536665640
Qwen/Qwen3-14B	safetensors	io-uring	3	5968.13	443	29536665640
Qwen/Qwen3-14B	safetensors	io-uring	4	6560.76	443	29536665640
Qwen/Qwen3-14B	safetensors	io-uring	5	5869.82	443	29536665640
Qwen/Qwen3-32B	safetensors	sync	1	36846.39	707	65524328560
Qwen/Qwen3-32B	safetensors	sync	2	17000.29	707	65524328560
Qwen/Qwen3-32B	safetensors	sync	3	8521.88	707	65524328560
Qwen/Qwen3-32B	safetensors	sync	4	301.42	707	65524328560
Qwen/Qwen3-32B	safetensors	sync	5	13426.38	707	65524328560
Qwen/Qwen3-32B	safetensors	async	1	38292.51	707	65524328560
Qwen/Qwen3-32B	safetensors	async	2	34229.04	707	65524328560
Qwen/Qwen3-32B	safetensors	async	3	33375.50	707	65524328560
Qwen/Qwen3-32B	safetensors	async	4	12857.14	707	65524328560
Qwen/Qwen3-32B	safetensors	async	5	33523.32	707	65524328560
Qwen/Qwen3-32B	safetensors	default	1	12629.02	707	65524328560
Qwen/Qwen3-32B	safetensors	default	2	11615.41	707	65524328560
Qwen/Qwen3-32B	safetensors	default	3	11544.41	707	65524328560
Qwen/Qwen3-32B	safetensors	default	4	12117.38	707	65524328560
Qwen/Qwen3-32B	safetensors	default	5	13700.60	707	65524328560
Qwen/Qwen3-32B	safetensors	io-uring	1	11451.29	707	65524328560
Qwen/Qwen3-32B	safetensors	io-uring	2	11830.46	707	65524328560
Qwen/Qwen3-32B	safetensors	io-uring	3	12912.18	707	65524328560
Qwen/Qwen3-32B	safetensors	io-uring	4	11819.37	707	65524328560
Qwen/Qwen3-32B	safetensors	io-uring	5	11868.88	707	65524328560
Qwen/Qwen3-0.6B	serverlessllm	sync	1	1656.24	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	sync	2	1503.17	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	sync	3	1670.20	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	sync	4	1506.79	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	sync	5	1746.25	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	async	1	1471.58	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	async	2	1644.16	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	async	3	1492.60	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	async	4	1574.70	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	async	5	1372.70	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	default	1	1418.25	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	default	2	1469.28	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	default	3	1632.28	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	default	4	1239.64	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	default	5	1545.76	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	io-uring	1	1428.60	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	io-uring	2	1493.97	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	io-uring	3	1436.99	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	io-uring	4	1391.18	311	1503264768
Qwen/Qwen3-0.6B	serverlessllm	io-uring	5	1351.38	311	1503264768
HuggingFaceTB/SmolLM3-3B	serverlessllm	sync	1	3755.82	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	sync	2	3971.01	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	sync	3	3913.30	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	sync	4	4243.03	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	sync	5	3850.80	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	async	1	2414.20	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	async	2	2278.78	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	async	3	2362.90	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	async	4	2409.96	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	async	5	2450.30	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	default	1	3386.67	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	default	2	3176.05	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	default	3	3024.59	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	default	4	3246.90	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	default	5	3255.25	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	io-uring	1	3167.49	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	io-uring	2	2983.24	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	io-uring	3	3266.68	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	io-uring	4	3105.08	326	6150197248
HuggingFaceTB/SmolLM3-3B	serverlessllm	io-uring	5	3199.67	326	6150197248
Qwen/Qwen3-4B	serverlessllm	sync	1	5391.89	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	2	5259.27	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	3	5194.88	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	4	5567.19	398	8044936192
Qwen/Qwen3-4B	serverlessllm	sync	5	5186.34	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	1	3443.25	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	2	3527.33	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	3	3809.85	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	4	3528.72	398	8044936192
Qwen/Qwen3-4B	serverlessllm	async	5	3611.29	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	1	3697.37	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	2	3489.39	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	3	3341.66	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	4	3588.27	398	8044936192
Qwen/Qwen3-4B	serverlessllm	default	5	3579.78	398	8044936192
Qwen/Qwen3-4B	serverlessllm	io-uring	1	3613.83	398	8044936192
Qwen/Qwen3-4B	serverlessllm	io-uring	2	3889.47	398	8044936192
Qwen/Qwen3-4B	serverlessllm	io-uring	3	3840.36	398	8044936192
Qwen/Qwen3-4B	serverlessllm	io-uring	4	3541.72	398	8044936192
Qwen/Qwen3-4B	serverlessllm	io-uring	5	3823.71	398	8044936192
Qwen/Qwen3-8B	serverlessllm	sync	1	10926.62	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	2	10127.45	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	3	11329.68	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	4	11020.32	399	16381470720
Qwen/Qwen3-8B	serverlessllm	sync	5	10585.59	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	1	9696.95	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	2	9681.38	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	3	9205.41	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	4	9642.19	399	16381470720
Qwen/Qwen3-8B	serverlessllm	async	5	9916.75	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	1	7153.13	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	2	7822.68	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	3	7591.16	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	4	8976.88	399	16381470720
Qwen/Qwen3-8B	serverlessllm	default	5	6449.24	399	16381470720
Qwen/Qwen3-8B	serverlessllm	io-uring	1	9357.90	399	16381470720
Qwen/Qwen3-8B	serverlessllm	io-uring	2	8905.03	399	16381470720
Qwen/Qwen3-8B	serverlessllm	io-uring	3	8998.20	399	16381470720
Qwen/Qwen3-8B	serverlessllm	io-uring	4	9903.36	399	16381470720
Qwen/Qwen3-8B	serverlessllm	io-uring	5	9039.63	399	16381470720
Qwen/Qwen3-14B	serverlessllm	sync	1	47119.54	443	29536614400
Qwen/Qwen3-14B	serverlessllm	sync	2	13046.30	443	29536614400
Qwen/Qwen3-14B	serverlessllm	sync	3	23112.49	443	29536614400
Qwen/Qwen3-14B	serverlessllm	sync	4	12427.86	443	29536614400
Qwen/Qwen3-14B	serverlessllm	sync	5	9890.03	443	29536614400
Qwen/Qwen3-14B	serverlessllm	async	1	16431.12	443	29536614400
Qwen/Qwen3-14B	serverlessllm	async	2	14818.38	443	29536614400
Qwen/Qwen3-14B	serverlessllm	async	3	17085.50	443	29536614400
Qwen/Qwen3-14B	serverlessllm	async	4	6300.47	443	29536614400
Qwen/Qwen3-14B	serverlessllm	async	5	25498.33	443	29536614400
Qwen/Qwen3-14B	serverlessllm	default	1	11896.61	443	29536614400
Qwen/Qwen3-14B	serverlessllm	default	2	29352.89	443	29536614400
Qwen/Qwen3-14B	serverlessllm	default	3	4218.06	443	29536614400
Qwen/Qwen3-14B	serverlessllm	default	4	16096.68	443	29536614400
Qwen/Qwen3-14B	serverlessllm	default	5	42350.13	443	29536614400
Qwen/Qwen3-14B	serverlessllm	io-uring	1	12680.72	443	29536614400
Qwen/Qwen3-14B	serverlessllm	io-uring	2	12266.05	443	29536614400
Qwen/Qwen3-14B	serverlessllm	io-uring	3	12894.97	443	29536614400
Qwen/Qwen3-14B	serverlessllm	io-uring	4	13570.42	443	29536614400
Qwen/Qwen3-14B	serverlessllm	io-uring	5	13716.82	443	29536614400
Qwen/Qwen3-32B	serverlessllm	sync	1	55648.90	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	2	36669.74	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	3	20169.91	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	4	34486.29	707	65524246528
Qwen/Qwen3-32B	serverlessllm	sync	5	55033.87	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	1	34293.65	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	2	7694.59	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	3	28796.04	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	4	44532.14	707	65524246528
Qwen/Qwen3-32B	serverlessllm	async	5	52529.42	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	1	34175.39	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	2	31247.71	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	3	13273.29	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	4	17878.09	707	65524246528
Qwen/Qwen3-32B	serverlessllm	default	5	28204.01	707	65524246528
Qwen/Qwen3-32B	serverlessllm	io-uring	1	30529.12	707	65524246528
Qwen/Qwen3-32B	serverlessllm	io-uring	2	30643.75	707	65524246528
Qwen/Qwen3-32B	serverlessllm	io-uring	3	29067.81	707	65524246528
Qwen/Qwen3-32B	serverlessllm	io-uring	4	28064.63	707	65524246528
Qwen/Qwen3-32B	serverlessllm	io-uring	5	28621.75	707	65524246528
