model	loader	kind	cache_mode	metric	rep	value	status
Qwen/Qwen3-0.6B	native	steady_state_decode	warm	decode_max_ms	5	17.91	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	load_only	warm	init_ms	1	17944.90	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	load_only	warm	init_ms	2	21111.55	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	load_only	warm	init_ms	3	18576.69	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	load_only	warm	init_ms	4	17730.20	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	load_only	warm	init_ms	5	19078.77	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	1	17425.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	2	16215.56	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	3	18600.16	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	4	17907.39	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	init_ms	5	18403.10	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	1	10.13	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	2	9.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	3	10.14	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	4	10.41	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	first_token_ms	5	9.83	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	1	18802.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	2	18083.27	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	3	17892.90	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	4	19053.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	ttft	warm	ttft_ms	5	18227.86	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	1	20334.20	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	2	19523.78	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	3	15861.40	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	4	18502.30	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	init_ms	5	17555.05	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	1	16.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	2	16.80	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	3	17.45	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	4	17.62	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_avg_ms	5	17.55	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	1	17.12	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	2	16.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	3	16.89	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	4	17.04	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	5	16.87	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	1	17.65	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	2	17.71	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	3	17.40	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	4	17.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	5	17.45	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	1	18188.64	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	2	22156.94	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	3	19605.10	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	4	21885.93	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	load_only	warm	init_ms	5	5408.25	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	1	15282.10	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	2	20365.29	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	3	23191.55	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	4	5825.86	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	init_ms	5	19453.55	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	1	10.21	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	2	9.93	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	3	9.95	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	4	10.05	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	first_token_ms	5	10.01	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	1	18474.98	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	2	18255.42	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	3	18284.62	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	4	17943.76	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	ttft	warm	ttft_ms	5	18166.88	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	1	27713.92	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	2	16502.47	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	3	16776.39	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	4	14291.91	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	init_ms	5	24129.31	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	1	17.15	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	2	17.77	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	3	17.13	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	4	17.08	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_avg_ms	5	17.52	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	1	17.35	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	2	17.41	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	3	17.68	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	4	17.17	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_min_ms	5	17.46	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	1	17.32	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	2	18.09	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	3	17.87	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	4	17.83	predicted
Qwen/Qwen3-0.6B	ts_safetensors_sync	steady_state_decode	warm	decode_max_ms	5	17.71	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	load_only	warm	init_ms	1	17740.21	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	load_only	warm	init_ms	2	18434.15	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	load_only	warm	init_ms	3	19689.81	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	load_only	warm	init_ms	4	18900.86	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	load_only	warm	init_ms	5	19117.32	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	init_ms	1	16910.25	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	init_ms	2	19249.28	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	init_ms	3	17924.08	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	init_ms	4	17329.94	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	init_ms	5	18739.58	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	first_token_ms	1	9.65	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	first_token_ms	2	10.16	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	first_token_ms	3	10.19	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	first_token_ms	4	10.01	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	first_token_ms	5	9.82	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	ttft_ms	1	18625.47	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	ttft_ms	2	18927.03	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	ttft_ms	3	18064.15	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	ttft_ms	4	19052.94	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	ttft	warm	ttft_ms	5	19236.69	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	init_ms	1	18364.14	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	init_ms	2	18089.15	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	init_ms	3	19108.26	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	init_ms	4	19362.41	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	init_ms	5	20482.67	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_avg_ms	1	17.46	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_avg_ms	2	17.21	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_avg_ms	3	17.29	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_avg_ms	4	17.52	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_avg_ms	5	18.00	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_min_ms	1	17.23	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_min_ms	2	16.98	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_min_ms	3	17.04	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_min_ms	4	16.62	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_min_ms	5	17.46	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_max_ms	1	17.14	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_max_ms	2	17.19	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_max_ms	3	16.93	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_max_ms	4	17.23	predicted
Qwen/Qwen3-0.6B	ts_safetensors_io_uring	steady_state_decode	warm	decode_max_ms	5	17.82	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	1	18827.96	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	2	18090.42	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	3	21334.65	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	4	20460.56	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	load_only	warm	init_ms	5	21761.96	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	1	20464.01	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	2	19306.30	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	3	17313.68	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	4	19128.10	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	init_ms	5	20092.62	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	1	9.91	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	2	9.73	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	3	10.24	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	4	9.94	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	first_token_ms	5	9.94	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	1	19335.63	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	2	19727.83	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	3	19431.37	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	4	19200.64	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	ttft	warm	ttft_ms	5	19593.17	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	1	22882.12	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	2	21696.01	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	3	20579.14	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	4	17774.69	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	init_ms	5	25389.56	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	1	17.01	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	2	17.30	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	3	17.19	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	4	18.00	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_avg_ms	5	17.58	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	1	16.80	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	2	17.38	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	3	17.48	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	4	17.18	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_min_ms	5	16.87	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	1	17.57	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	2	17.67	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	3	17.84	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	4	17.64	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_default	steady_state_decode	warm	decode_max_ms	5	18.09	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	1	17933.57	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	2	15938.70	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	3	18471.08	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	4	23802.08	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	load_only	warm	init_ms	5	18895.45	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	init_ms	1	26772.70	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	init_ms	2	21973.12	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	init_ms	3	17675.51	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	init_ms	4	18532.32	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	init_ms	5	21329.19	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	first_token_ms	1	9.85	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	first_token_ms	2	10.57	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	first_token_ms	3	9.89	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	first_token_ms	4	10.23	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	first_token_ms	5	10.38	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	ttft_ms	1	20662.42	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	ttft_ms	2	20295.21	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	ttft_ms	3	20594.56	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	ttft_ms	4	20857.66	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	ttft	warm	ttft_ms	5	21070.34	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	1	20400.99	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	2	16700.27	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	3	20364.43	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	4	18546.55	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	init_ms	5	14711.36	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	1	17.11	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	2	16.86	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	3	17.56	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	4	18.03	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_avg_ms	5	18.00	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	1	16.95	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	2	16.99	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	3	17.38	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	4	17.51	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_min_ms	5	17.00	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	1	17.52	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	2	18.35	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	3	17.53	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	4	17.40	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_sync	steady_state_decode	warm	decode_max_ms	5	17.61	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	load_only	warm	init_ms	1	20583.26	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	load_only	warm	init_ms	2	18063.26	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	load_only	warm	init_ms	3	19280.09	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	load_only	warm	init_ms	4	17835.52	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	load_only	warm	init_ms	5	19233.10	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	init_ms	1	22297.30	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	init_ms	2	20536.71	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	init_ms	3	19242.84	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	init_ms	4	17939.19	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	init_ms	5	18903.40	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	first_token_ms	1	10.18	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	first_token_ms	2	9.86	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	first_token_ms	3	10.26	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	first_token_ms	4	9.70	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	first_token_ms	5	9.91	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	ttft_ms	1	20072.40	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	ttft_ms	2	18617.44	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	ttft_ms	3	19857.35	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	ttft_ms	4	18678.14	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	ttft	warm	ttft_ms	5	19361.39	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	steady_state_decode	warm	init_ms	1	19234.74	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	steady_state_decode	warm	init_ms	2	20790.11	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	steady_state_decode	warm	init_ms	3	14581.87	predicted
Qwen/Qwen3-0.6B	ts_serverlessllm_io_uring	steady_state_decode	warm	init_ms	4	16511.56	predicted
